qid,category,confidence,question
test_0224,KNOWLEDGE,0.9,"Sau khi thực hiện sắp xếp và sáp nhập năm 2025, tỉnh Gia Lai có tổng cộng bao nhiêu đơn vị hành chính cấp xã (gồm cả xã và phường)?..."
test_0225,MATH,0.95,"Một bể chứa hình trụ có bán kính 3 mét đang được đổ nước với tốc độ 10 mét khối mỗi phút. Khi chiều cao của nước là 4 mét, tốc độ thay đổi của chiều cao nước là bao nhiêu?..."
test_0226,MATH,1.0,Tìm đạo hàm của hàm số $ g(x) = \ln(5x^3 - 2x + 1) $ theo $ x $....
test_0227,MATH,0.95,"Trong một phân tích tài chính, Emily nhận thấy rằng một công ty có tỷ số hiện hành là 1,5. Cô cũng nhận thấy rằng các khoản nợ ngắn hạn của công ty là 30.000 đô la. Để đánh giá thêm về tính thanh khoản của công ty, cô muốn tính toán vốn lưu động. Vốn lưu động của công ty là bao nhiêu?..."
test_0228,KNOWLEDGE,0.9,Yếu tố nào trong số các yếu tố sau không thường được coi là yếu tố trực tiếp gây suy giảm đa dạng sinh học trong các hệ sinh thái biển?...
test_0229,KNOWLEDGE,0.9,Chủ Tịch Hồ Chí Minh xác định yếu tố nào là gốc của người cách mạng?...
test_0230,KNOWLEDGE,0.9,"Học thuyết chính trị của Xê-nô-phôn, nhà chính trị học phương Tây cổ đại chủ yếu bàn đến vấn đề gì của chính trị?..."
test_0231,READING,1.0,"Đoạn thông tin: -- Document 1 -- Title: Thú lông nhím mỏ dài Tây New Guinea Content: Thú lông nhím mỏ dài Tây New Guinea (danh pháp khoa học: Zaglossus bruijni) là một trong bốn loài thú lông nhím còn tồn tại và là một trong ba loài ""Zaglossus"" ở New Guinea. Ban đầu loài này được mô tả với danh pháp..."
test_0232,KNOWLEDGE,0.9,Một nhóm gồm 10 sinh viên sẽ được chia thành hai nhóm 5 người để thực hiện một dự án khoa học. Hỏi có bao nhiêu cách thực hiện điều này nếu thứ tự của các nhóm không quan trọng?...
test_0233,MATH,0.95,Một công ty có Chi phí hàng hóa bán ra là 600.000 USD và Lợi nhuận gộp là 400.000 USD trong một khoảng thời gian nhất định. Lợi nhuận ròng của công ty trong khoảng thời gian này là bao nhiêu?...
test_0234,MATH,1.0,"Xét phản ứng: $$ \text{C}_2\text{H}_4\text{(g)} + \text{H}_2\text{(g)} \rightarrow \text{C}_2\text{H}_6\text{(g)} $$ Cho biết enthalpy chuẩn tạo thành của $\text{C}_2\text{H}_6\text{(g)}$ là $-84 \text{ kJ/mol}$ và của $\text{C}_2\text{H}_4\text{(g)}$ là $52 \text{ kJ/mol}$, hãy xác định enthalpy th..."
test_0235,KNOWLEDGE,0.9,Câu hỏi nào dưới đây giải thích tốt nhất tại sao sự trùng hợp nhu cầu đôi (double coincidence of wants) không còn là vấn đề lớn trong nền kinh tế tiền tệ?...
test_0236,KNOWLEDGE,0.9,"Trong mạng máy tính, chức năng của RAS (Remote Access Service) là gì?..."
test_0237,KNOWLEDGE,0.9,"Theo tư tưởng Chủ Tịch Hồ Chí Minh, con đường giải phóng dân tộc được lựa chọn như thế nào?..."
test_0238,MATH,1.0,"Một con lắc có chiều dài $ L $ đang dao động với biên độ nhỏ trong trường hấp dẫn $ g $. Nếu chu kỳ của con lắc là $ T $, và sau đó con lắc được đưa đến một hành tinh có trường hấp dẫn là $ 4g $, thì chu kỳ mới $ T' $ của con lắc trên hành tinh này là bao nhiêu?..."
test_0239,READING,1.0,"Đoạn thông tin: Title: Quế Thanh Content: Quế Thanh (quế Thanh Hóa), còn gọi là quế Quỳ (Quỳ Châu, Quỳ Hợp Nghệ An) dù cây sinh trưởng tại hai địa phương này ít nhiều cũng có dị biệt, đôi khi còn có các tên gọi khác như quế Trà My, quế Trà Bồng (danh pháp hai phần: Cinnamomum loureiroi, là một loài ..."
test_0240,MATH,0.95,"Công ty Kennie bán một máy in với giá 31.000 đô la sau ba năm sở hữu. Máy in có chi phí ban đầu là 58.000 đô la và cơ sở khấu hao là 48.000 đô la. Giá trị sổ sách của máy in vào thời điểm bán là bao nhiêu, và lợi nhuận từ việc bán là bao nhiêu?..."
test_0241,MATH,0.95,"Một công ty đang xem xét việc đầu tư vào một dòng sản phẩm mới. Lợi nhuận kỳ vọng trên vốn đầu tư là 15%, nhưng có khả năng 20% dòng sản phẩm này sẽ thất bại và dẫn đến mức lỗ 10%. Giá trị kỳ vọng của khoản đầu tư này là bao nhiêu?..."
test_0242,KNOWLEDGE,0.9,Vai trò của chủ nghĩa Mác-Lênin đối với tư tưởng Chủ Tịch Hồ Chí Minh là gì?...
test_0243,READING,1.0,"Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Hà Thành đầu độc - Phản ứng của nhà cầm quyền Đông Pháp. Xử tử. Nội dung: 1. Đợt 1: Ngày 8 tháng 7 năm 1908, quân Pháp đưa 3 người đầu tiên: Đặng Đình Nhân (Đội Nhân), Nguyễn Trị Bình (Tư Bình), và Nguyễn Văn Cốc (Dương Bé) ra xử chém ở phía trước cột cờ Hà ..."
test_0244,MATH,0.95,Một công ty có một tài nguyên thiên nhiên với tổng chi phí là 2.000.000 USD và tổng số đơn vị có thể khai thác được ước tính là 20.000. Công ty đã khai thác được 10.000 đơn vị trong kỳ hiện tại. Công ty sử dụng phương pháp sản lượng để tính chi phí khấu hao tài nguyên. Giá trị ghi sổ của tài nguyên ...
test_0245,MATH,1.0,Xét hàm số $ f(x) = \frac{x^2 - 9}{|x-3|} $. Giá trị của $ \lim_{x \to 3} f(x) $ là bao nhiêu?...
test_0246,MATH,0.95,"Một dung dịch được pha chế bằng cách hòa tan một chất tan không bay hơi, không điện ly vào dung môi. Áp suất hơi của dung môi tinh khiết là 800 mmHg ở một nhiệt độ nhất định. Nếu phân số mol của chất tan trong dung dịch là 0.02, và áp suất hơi của dung dịch được đo là 784 mmHg, thì phân số mol của d..."
test_0247,KNOWLEDGE,0.9,"Từ khi nào, quần chúng nhân dân được khẳng định có vai trò quan trọng trong việc tham gia vào đời sống chính trị?..."
test_0248,READING,1.0,"Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Thiên văn học Nội dung: Thiên văn học (; từ , nghĩa đen là khoa học nghiên cứu quy luật của các vì sao) là một ngành khoa học tự nhiên nghiên cứu những thiên thể (như các ngôi sao, hành tinh, sao chổi, tinh vân, quần tinh, thiên hà) và các hiện tượng có nguồ..."
test_0249,READING,1.0,"Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Thức uống có cồn Nội dung: Rượu là một chất gây trầm cảm, ở liều thấp gây hưng phấn, giảm lo lắng và cải thiện tính xã hội. Ở liều cao hơn, nó gây ra say rượu, choáng váng, bất tỉnh hoặc tử vong. Sử dụng lâu dài có thể dẫn đến lạm dụng rượu, ung thư, lệ thuộ..."
test_0250,MATH,0.95,"Nếu hàm sản xuất của doanh nghiệp Q = f(K,L) trải qua hiệu suất không đổi theo quy mô, và doanh nghiệp quyết định nhân đôi đầu vào lao động (L) và giảm đầu vào vốn (K) đi 25%, điều gì sẽ xảy ra với sản lượng?..."
test_0251,MATH,1.0,Cho $ \sigma(n) $ là tổng các ước số dương của $ n $. Giá trị của $ \sigma(36) $ là bao nhiêu?...
test_0252,KNOWLEDGE,0.9,Hầu hết các kháng sinh đã biết được sản xuất bởi loại vi sinh vật nào?...
test_0253,KNOWLEDGE,0.9,Mô biểu bì có chức năng gì?...
test_0254,KNOWLEDGE,0.9,"Theo thông tin được cập nhật, xã Nhơn Lộc sẽ được sáp nhập với xã nào để hình thành nên xã An Nhơn Tây?..."
test_0255,MATH,1.0,"Một khối lượng $ m $ được gắn vào một lò xo có hằng số đàn hồi $ k $ và dao động theo phương ngang trên một mặt phẳng không ma sát. Khối lượng ban đầu được kéo lệch một khoảng $ A $ so với vị trí cân bằng và sau đó được thả ra từ trạng thái nghỉ. Đồng thời, một khối lượng giống hệt $ m $ được gắn và..."
test_0256,KNOWLEDGE,0.9,"Giá cam tăng, tổng mức chi tiêu về cam vẫn còn không đổi, cam lúc này có cầu là:..."
test_0257,KNOWLEDGE,0.9,"Trong những năm 1890, sự kiện nào đã giúp Đảng Người Nông dân (Populist Party) trở nên phổ biến giữa các nông dân và công nhân Mỹ?..."
test_0258,KNOWLEDGE,0.9,"Theo phân loại của Morton Keller trong ""Ba chế độ của Mỹ,"" giai đoạn nào trong số các giai đoạn sau được đặc trưng bởi việc chính phủ trung ương có ít ảnh hưởng đến nền kinh tế và tập trung vào các đảng chính trị và tòa án?..."
test_0259,KNOWLEDGE,0.9,"Trong giai đoạn cuối thế kỷ XIX đầu thế kỷ XX, phong trào chống Pháp ở Việt Nam có đặc điểm chính là gì?..."
test_0260,KNOWLEDGE,0.9,"Việc đưa ra các quy định về thuế, pháp luật đã tác động đến lĩnh vực:..."
test_0261,MATH,1.0,"Xét một đồ thị ngẫu nhiên $ G(n, p) $ trong đó mỗi cạnh được bao gồm với xác suất $ p = \frac{1}{3} $. Số cạnh kỳ vọng trong $ G(n, p) $ là bao nhiêu?..."
test_0262,MATH,0.95,"Nếu GDP danh nghĩa của một quốc gia đang tăng trưởng với tốc độ 6% và GDP thực tế của quốc gia đó đang tăng trưởng với tốc độ 3%, điều này cho thấy điều gì về tỷ lệ lạm phát trong quốc gia đó?..."
test_0263,MATH,0.95,"Điện trở tương đương khi hai điện trở, R1 và R2, được mắc song song là gì?..."
test_0264,MATH,1.0,Một hạt chuyển động dọc theo trục y với vị trí của nó được cho bởi hàm số $ y(t) = t^4 - 8t^3 + 18t^2 - 10 $. Ở thời điểm $ t $ nào thì hạt đạt được gia tốc nhỏ nhất trong khoảng $ 0 \leq t \leq 5 $?...
test_0265,MATH,1.0,Tìm biến đổi Laplace của hàm số $ f(t) = 4t^2 + 3t + 2 $....
test_0266,KNOWLEDGE,0.9,Phương trình hoá học nào sau đây thể hiện cách điều chế Cu theo phương pháp thuỷ luyện?...
test_0267,KNOWLEDGE,0.9,Áp suất riêng phần của oxy (O₂) trong không gian phế nang của người trưởng thành khỏe mạnh ở mức sea level là bao nhiêu?...
test_0268,KNOWLEDGE,0.9,Chọn phương án trả lời đúng nhất với tư tưởng Chủ Tịch Hồ Chí Minh:...
test_0269,MATH,1.0,"Xét quá trình tổng hợp chọn lọc đối xứng của một phân tử chiral bằng cách sử dụng một chất xúc tác chiral. Phản ứng có thể diễn ra theo hai con đường khác nhau, Con đường A và Con đường B, mỗi con đường dẫn đến một đồng phân quang học khác nhau của sản phẩm. Độ tinh khiết quang học (ee) của xúc tác ..."
test_0270,KNOWLEDGE,0.9,"Theo cách nào thì việc làm theo nguyên tắc ""employment at will"" liên quan đến các khiếu nại về sa thải sai trái?..."
test_0271,KNOWLEDGE,0.9,Máu di chuyển một chiều trong hệ mạch là do...
test_0272,READING,1.0,"Đoạn thông tin: [1] Tiêu đề: Coco (phim 2017) Nội dung: Coco là phim 3D của Mỹ thuộc thể loại Hoạt hình, giả tưởng, phim ca nhạc và phiêu lưu sản xuất bởi Pixar Animation Studios và ra mắt bởi Walt Disney Pictures dựa vào ý tưởng của Lee Unkrich, do Unkrich chỉ đạo với đồng đạo diễn và đồng tác giả ..."
test_0273,KNOWLEDGE,0.9,Nước Cộng hòa xã hội chủ nghĩa Việt Nam là một hệ thống bao gồm tập hợp các cơ quan:...
test_0274,KNOWLEDGE,0.9,Quốc hội khóa I nước Việt Nam Dân chủ Cộng hòa được thành lập vào thời gian nào?...
test_0275,MATH,1.0,Một con lắc có chiều dài $ L $ đang dao động trong trường hấp dẫn với gia tốc $ g $. Chu kỳ $ T $ của dao động con lắc đối với các độ lệch góc nhỏ là bao nhiêu?...
test_0276,KNOWLEDGE,0.9,Tại sao GDP là một chỉ số hữu ích mặc dù có những hạn chế?...
test_0277,MATH,1.0,"Giả sử $ X $ và $ Y $ là các biến ngẫu nhiên độc lập, trong đó $ X $ tuân theo phân phối Poisson với tham số $ \lambda_1 $ và $ Y $ tuân theo phân phối Poisson với tham số $ \lambda_2 $. Phân phối của $ X + Y $ là gì?..."
test_0278,MATH,1.0,"Một mạch điện gồm một điện trở $ R $, một cuộn cảm $ L $, và một tụ điện $ C $ mắc nối tiếp, được nối với nguồn điện xoay chiều. Các giá trị là $ R = 5 \Omega $, $ L = 0.2 $ H, và $ C = 5 \mu F $. Tần số cộng hưởng $ \omega_0 $ là bao nhiêu để tổng trở của mạch chỉ có tính chất điện trở?..."
test_0279,READING,1.0,"Đoạn thông tin: Tiêu đề: Giao thông liên lạc Việt Nam thời quân chủ Nội dung: Giao thông và liên lạc tại Việt Nam thời Quân chủ Việt Nam không được quan tâm nhiều và phát triển chậm, chủ yếu do những hạn chế và yếu kém về kỹ thuật. Về cơ bản hệ thống giao thông được chia làm 2 hệ thống chính là giao..."
test_0280,MATH,1.0,"Một hệ lượng tử có thể tồn tại ở hai trạng thái: $ E_1 = 0 $ và $ E_2 = E $. Nếu hệ thống ở trạng thái cân bằng nhiệt với một bể nhiệt ở nhiệt độ $ T $, thì năng lượng trung bình của hệ thống là bao nhiêu?..."
test_0281,MATH,0.95,"Một biến áp một pha có cuộn dây sơ cấp với 1000 vòng và cuộn dây thứ cấp với 250 vòng. Nếu điện áp sơ cấp là 240 V RMS và biến áp đang hoạt động ở tải đầy đủ với dòng điện thứ cấp là 10 A, thì dòng điện sơ cấp là bao nhiêu? Giả sử biến áp là lý tưởng...."
test_0282,READING,1.0,"Đoạn thông tin: Mạc Đĩnh Chi Mạc Đĩnh Chi (chữ Hán: 莫挺之 1272 - 1346), tên tự là Tiết Phu (節夫), hiệu là Tích Am (僻庵) là một quan đại thần và nhà ngoại giao nổi tiếng triều Trần trong lịch sử Việt Nam. Năm 1304, đời vua Trần Anh Tông niên hiệu Hưng Long thứ 12, ông thi đỗ trạng nguyên. Nhờ thông minh,..."
test_0283,KNOWLEDGE,0.9,Làm cách nào để tránh việc cung cấp thông tin về cư trú cho cơ quan có thẩm quyền?...
test_0284,KNOWLEDGE,0.9,Hàm nào sau đây không chấp nhận iterable làm tham số?...
test_0285,MATH,1.0,"Một hành tinh hình cầu có mật độ đều và bán kính $ R $. Nếu gia tốc trọng trường tại bề mặt của hành tinh là $ g $, thì gia tốc trọng trường tại khoảng cách $ \frac{R}{2} $ từ tâm hành tinh là bao nhiêu?..."
test_0286,READING,1.0,"Đoạn thông tin: Edward I của Anh Các sử gia thế kỉ XX và XXI đã tiến hành nghiên cứu sâu rộng về Edward và triều đại của ông. Hầu hết họ đã kết luận đây là một giai đoạn rất quan trọng trong lịch sử thời Trung cổ nước Anh, một số đi xa hơn và mô tả Edward là một trong những vị vua lớn thời Trung Cổ,..."
test_0287,KNOWLEDGE,0.9,Làm thế nào để phát tán tài liệu mật...
test_0288,KNOWLEDGE,0.9,"Một công ty phát hành trái phiếu với mệnh giá 25.000 đô la, lãi suất coupon là 6% và thời hạn đáo hạn là 8 năm. Tỷ lệ lãi suất thị trường tại thời điểm phát hành là 7%. Trái phiếu này sẽ được phát hành ở mức giá nào?..."
test_0289,KNOWLEDGE,0.9,Làm thế nào một sự gia tăng mức lương tối thiểu có thể ảnh hưởng đến thị trường lao động nếu nó được đặt ở mức cao hơn mức lương cân bằng?...
test_0290,KNOWLEDGE,0.9,Chính trị thực chất là quan hệ giữa các giai cấp trong việc phân chia:...
test_0291,MATH,1.0,"Một khối lượng $ m $ được gắn vào một lò xo có hằng số lò xo $ k $ và dao động theo phương thẳng đứng trong một môi trường có lực cản tỉ lệ với vận tốc của nó, với hằng số cản $ b $. Phương trình vi phân mô tả chuyển động được cho bởi: $$ m \frac{d^2 x}{dt^2} + b \frac{dx}{dt} + kx = mg $$ Nếu hệ th..."
test_0292,KNOWLEDGE,0.9,"Khi hồ sơ đăng ký LPTB chưa được xử lý, bước đầu tiên cần thực hiện là gì?..."
test_0293,KNOWLEDGE,0.9,"Theo Chủ Tịch Hồ Chí Minh, chủ nghĩa cộng sản thích ứng ở đâu dễ hơn?..."
test_0294,KNOWLEDGE,0.9,"Để làm suy yếu nền kinh tế xã hội chủ nghĩa, một cá nhân muốn gây khó khăn cho việc tăng tốc phát triển kinh tế bằng cách nào?..."
test_0295,READING,1.0,"Đoạn thông tin: Âm nhạc cổ điển thế kỷ 20 Nhạc cổ điển thế kỷ 20 là một giai đoạn trong lịch sử phát triển của nhạc cổ điển. Đây là giai đoạn nối tiếp thời kỳ âm nhạc Lãng mạn. Đây là thời kỳ trải qua rất nhiều biến động của lịnh sử, những biến động mang tính chất toàn cầu. Hai cuộc chiến tranh thế ..."
test_0296,READING,1.0,"Đoạn thông tin: [1] Tiêu đề: Khỉ thí nghiệm Nội dung: Khỉ thí nghiệm là thuật ngữ chỉ về các loài linh trưởng (trừ con người), thông thường là các loài khỉ được sử dụng trong thí nghiệm y khoa (NHPs). Khỉ bao gồm các loài khỉ thực sự và các loài khỉ lớn (Ape) được sử dụng cho các mục đích thí nghiệm..."
test_0297,MATH,1.0,"Cho biết $ \theta $ là một góc sao cho $ \tan \theta + \cot \theta = 3 $, hãy tìm giá trị của $ \sin 2\theta $...."
test_0298,MATH,1.0,"Một sợi dây có chiều dài $ L $ và mật độ khối lượng tuyến tính $ \mu $ được giữ cố định ở cả hai đầu và chịu lực căng $ T $. Sợi dây được kích thích dao động sao cho tạo ra một sóng dừng với $ n $ nút (bao gồm cả các đầu mút). Nếu lực căng của sợi dây được tăng lên gấp 4 lần, tần số cơ bản $ f_1 $ c..."
test_0299,KNOWLEDGE,0.9,"Câu hỏi nào sau đây là mục tiêu chính của đơn vị học phần ""Thị trường Tài chính: Lý thuyết và Thực tiễn""?..."
test_0300,READING,1.0,"Đoạn thông tin: [1] Tiêu đề: Rosuvastatin Nội dung: Rosuvastatin, được bán dưới tên thương mại là Crestor trong số những loại khác, là một loại thuốc statin, được sử dụng để ngăn ngừa bệnh tim mạch ở những người có nguy cơ cao và điều trị lipid bất thường. Đó là khuyến cáo để được sử dụng cùng với t..."
test_0301,KNOWLEDGE,0.9,"Theo thông tin được cung cấp, tỉnh nào sau đây đã được sáp nhập vào tỉnh Gia Lai để hình thành tỉnh Gia Lai hiện tại?..."
test_0302,READING,1.0,"Đoạn thông tin: Trường Đại học Bách khoa, Đại học Đà Nẵng Trường Đại học Bách khoa Đà Nẵng (tiếng Anh: The University of Danang - University of Science and Technology) là trường đại học chuyên ngành kỹ thuật đầu ngành tại Việt Nam, thành viên của hệ thống Đại học Đà Nẵng, được xếp vào nhóm đại học t..."
test_0303,MATH,0.95,"Một công ty có một khoản nợ phải trả với số tiền gốc là 80.000 đô la và lãi suất hàng năm là 6%. Nếu lãi suất được tính theo kỳ hạn hàng năm, số tiền phải trả tổng cộng vào cuối 2 năm là bao nhiêu?..."
test_0304,KNOWLEDGE,0.9,"Nguyên lý về sự lựa chọn hợp lý phát biểu rằng, bạn sẽ lựa chọn việc sử dụng thu nhập tăng thêm của mình để cho:..."
test_0305,KNOWLEDGE,0.9,Làm thế nào việc mở rộng Medicaid ảnh hưởng đến khả năng tiếp cận dịch vụ chăm sóc dự phòng cho những người có thu nhập thấp?...
test_0306,READING,1.0,Đoạn thông tin: Nhân vật không phải người chơi Non-player character (viết tắt: NPC hay nhân vật không phải người chơi) là một nhân vật trong các trò chơi mà những người chơi không thể điều khiển được. Trong những video game thì nhân vật này được điều khiển bằng máy tính thông qua trí thông minh nhân...
test_0307,KNOWLEDGE,0.9,Câu hỏi nào sau đây là đúng về chẩn đoán và điều trị trầm cảm?...
test_0308,KNOWLEDGE,0.9,"Để chống lại đường lối chính sách của Đảng và Nhà nước dựa trên tư tưởng Chủ Tịch Hồ Chí Minh, một cá nhân có thể thực hiện hành động nào sau đây?..."
test_0309,KNOWLEDGE,0.9,"Xúc phạm các biểu tượng, lãnh tụ như thế nào để phá hoại lòng tin của nhân dân đối với chính quyền?..."
test_0310,MATH,1.0,"Giả sử $ H $ là một không gian Hilbert và $ \{e_n\}_{n=1}^{\infty} $ là một cơ sở trực giao chuẩn cho $ H $. Nếu $ y $ là một vector trong $ H $ sao cho $ y = \sum_{n=1}^{\infty} \frac{(-1)^{n+1}}{n} e_n $, thì chuẩn của $ y $ là bao nhiêu?..."
test_0311,KNOWLEDGE,0.9,"Khi văn bản xác nhận thông báo hoạt động bưu chính cấp tỉnh bị mất hoặc hư hỏng không sử dụng được, người dân cần thực hiện bước nào để được hỗ trợ?..."
test_0312,MATH,1.0,"Một quả bóng bay hình cầu đang được bơm khí với tốc độ không đổi. Thể tích của quả bóng được cho bởi công thức $ V = \frac{4}{3} \pi r^3 $, trong đó $ r $là bán kính của quả bóng. Nếu bán kính của quả bóng tăng với tốc độ$ 0.1 \, \text{cm/s} $, thì tốc độ thay đổi của thể tích quả bóng là bao nhiêu ..."
test_0313,KNOWLEDGE,0.9,"Thiên nhiên nước ta có sự khác nhau giữa Nam và Bắc (ranh giới là dãy Bạch Mã), không phải do sự khác nhau về:..."
test_0314,KNOWLEDGE,0.9,"Giả sử Cục Dự trữ Liên bang đang xem xét thay đổi yêu cầu dự trữ thành 10% đối với các khoản tiền gửi lên đến 50 triệu USD và 5% đối với các khoản tiền gửi vượt quá 50 triệu USD. Nếu một ngân hàng có 150 triệu USD tiền gửi, thì ngân hàng sẽ phải giữ bao nhiêu tiền làm dự trữ theo yêu cầu mới?..."
test_0315,KNOWLEDGE,0.9,Ngoại tệ tăng giá khi...
test_0316,KNOWLEDGE,0.9,"Theo Luật Bảo vệ môi trường 2020, lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam bao gồm:..."
test_0317,KNOWLEDGE,0.9,"Các giá trị Chân – Thiện – Mỹ hợp thành hệ thống giá trị chuẩn mực của văn hóa, trong đó giá trị Mỹ được hiểu là cái đẹp, sự thẩm mỹ hóa, sự hài hòa. Nó là sản phẩm của lĩnh vực Nghệ Thuật và biểu hiện tính:..."
test_0318,KNOWLEDGE,0.9,Điều gì xảy ra khi tiết kiệm thực tế khác với tiết kiệm theo kế hoạch?...
test_0319,KNOWLEDGE,0.9,Cách hiệu quả nhất để pháp nhân thương mại tránh bị phát hiện khi làm giả tem nhãn hàng hóa?...
test_0320,KNOWLEDGE,0.9,"Erikson cho rằng, thử thách tâm lý chính ở giai đoạn thiếu niên là gì?..."
test_0321,KNOWLEDGE,0.9,Câu hỏi nào sau đây là một hệ quả tiềm năng khi thực hiện thuế Tobin để kiểm soát dòng vốn quốc tế?...
test_0322,KNOWLEDGE,0.9,"Theo giáo trình Tư tưởng Hồ Chí Minh, nguyên tắc phân phối chủ yếu trong chủ nghĩa xã hội là gì?..."
test_0323,KNOWLEDGE,0.9,"Một sóng âm truyền qua không khí với tốc độ 340 m/s. Sóng này bị phản xạ từ một bề mặt cứng và giao thoa với sóng ban đầu, tạo thành một sóng dừng. Nếu khoảng cách giữa hai nút liên tiếp trong sóng dừng là 1,7 mét, tần số của sóng âm là bao nhiêu?..."
test_0324,READING,1.0,"Đoạn thông tin: Tiêu đề: Kỷ Permi Nội dung: Permi cũng là tên gọi khác cho phân nhóm ngôn ngữ thuộc hệ ngôn ngữ PermiKỷ Permi (Nhị Điệp) là một kỷ địa chất kéo dài từ khoảng 298,9 ± 0,15 triệu năm trước (Ma) tới 252,17 ± 0,06 Ma. Nó là kỷ cuối cùng của đại Cổ Sinh. Cũng giống như các kỷ địa chất khá..."
test_0325,READING,1.0,"Đoạn thông tin: Tiêu đề: Trần Thu Hà Nội dung: Trần Thu Hà (sinh ngày 26 tháng 8 năm 1977 tại Hà Nội), nghệ danh Hà Trần, là một ca sĩ và nhà sản xuất nhạc người Việt Nam. Cô là con gái của NSND Trần Hiếu và NGƯT Vũ Thúy Huyền. Hà Trần là nghệ sĩ đã giành được 9 đề cử, xuất hiện trong danh sách nhữn..."
test_0326,MATH,1.0,"Xét ma trận $ A = \begin{pmatrix} a & b & c \\ d & e & f \\ g & h & i \end{pmatrix} $. Nếu định thức của $ A $ bằng không, điều kiện nào trong các điều kiện sau phải được thỏa mãn?..."
test_0327,MATH,0.95,"Một máy bay không người lái đang bay ở độ cao không đổi và được sử dụng để đo khoảng cách đến một điểm trên mặt đất. Nếu máy bay không người lái đang bay ở độ cao 100 mét và khoảng cách ngang đến điểm trên mặt đất là 150 mét, thì khoảng cách thẳng từ máy bay không người lái đến điểm trên mặt đất là ..."
test_0328,KNOWLEDGE,0.9,Công việc nào không phải là nhiệm vụ của nhân viên marketing và bán hàng?...
test_0329,KNOWLEDGE,0.9,"Sau ngày 1/7/2025, việc nộp hồ sơ khuyến mại sẽ được thực hiện theo mô hình hành chính nào?..."
test_0330,KNOWLEDGE,0.9,CH3-CH=CH-CH3 có tên gọi “thay thế” là?...
test_0331,KNOWLEDGE,0.9,"Ai chịu trách nhiệm thi hành Nghị định 79/2012/NĐ-CP đối với các cơ quan, tổ chức và cá nhân có liên quan?..."
test_0332,MATH,1.0,"Một nhà phân tích tài chính đang đánh giá hai chiến lược đầu tư, X và Y. Chiến lược X có xác suất 70% thu được lợi nhuận 10% và xác suất 30% thu được lợi nhuận 2%. Chiến lược Y có xác suất 60% thu được lợi nhuận 12% và xác suất 40% thu được lợi nhuận 0%. Nếu nhà phân tích sử dụng một hàm hữu dụng để..."
test_0333,READING,1.0,"Đoạn thông tin: Tiêu đề: Nữ quan Nội dung: Nữ quan (chữ Hán: 女官), hay còn gọi Nội quan (内官), Cung quan (宮官) hoặc Sĩ nữ (仕 nữ), là những từ hay dùng để gọi các cung nữ cao cấp có phẩm trật cùng địa vị trong cung đình các nền quân chủ thuộc vùng văn hóa chữ Hán là Trung Quốc, Nhật Bản, Hàn Quốc và Việ..."
test_0334,MATH,1.0,"Đánh giá tích phân xác định $\int_0^1 \frac{\ln(1 + x)}{1 + x} \, dx$...."
test_0335,MATH,1.0,"Giả sử $ G $ là một nhóm cyclic cấp 45. Có bao nhiêu nhóm con của $ G $, và tổng các cấp của tất cả các nhóm con đó là bao nhiêu?..."
test_0336,KNOWLEDGE,0.9,Nghệ thuật trong đoạn 1 bài 'Tinh thần yêu nước của nhân dân ta' là gì?...
test_0337,MATH,1.0,"Một chất phóng xạ phân rã theo phương trình vi phân $ \frac{dA}{dt} = -kA $, trong đó $ A $ là lượng chất và $ k $ là một hằng số. Nếu lượng ban đầu là 500 gam và nó giảm xuống còn 250 gam sau 4 năm, thì lượng còn lại sau 8 năm là bao nhiêu?..."
test_0338,KNOWLEDGE,0.9,"Một công ty mua một máy móc với giá 120.000 đô la, với tuổi thọ dự kiến ban đầu là 6 năm và giá trị còn lại là 20.000 đô la. Sau 3 năm, công ty điều chỉnh tuổi thọ dự kiến thành 10 năm và giá trị còn lại thành 10.000 đô la. Giá trị sổ sách của máy móc vào cuối năm thứ 3 là bao nhiêu?..."
test_0339,KNOWLEDGE,0.9,"Một công ty có tài sản trị giá 2.000.000 USD và nợ phải trả trị giá 1.500.000 USD. Nếu công ty mua thiết bị mới trị giá 400.000 USD bằng khoản vay dài hạn, giá trị mới của tài sản và nợ phải trả của công ty là bao nhiêu?..."
test_0340,KNOWLEDGE,0.9,"Thế nào được gọi là ""công bằng ngang""?..."
test_0341,KNOWLEDGE,0.9,Trường hợp nào Tòa án Nhân quyền Châu Âu đã ra phán quyết rằng việc cấm sinh viên nữ mang khăn che đầu Hồi giáo tại trường đại học không vi phạm Điều 9 của Công ước Nhân quyền Châu Âu?...
test_0342,KNOWLEDGE,0.9,"Theo nội dung các tài liệu, hệ thống vũ khí nào đã lập công bắn rơi chiếc máy bay B-52 đầu tiên trong chiến dịch 'Điện Biên Phủ trên không'?..."
test_0343,MATH,1.0,"Xét mô hình MA(1) được cho bởi $ y_t = \mu + \epsilon_t + \theta \epsilon_{t-1} $, trong đó $ \epsilon_t $ là nhiễu trắng với kỳ vọng 0 và phương sai $ \sigma^2 $. Giá trị trung bình và phương sai của $ y_t $ là gì?..."
